first_scan,second_scan,common_cell_count,rms_mm
scan-20260719-092358,scan-20260719-092421,1419,26.553361497781417
scan-20260719-092358,scan-20260719-092446,1506,18.474951305180042
scan-20260719-092421,scan-20260719-092446,1522,14.085578042188555
