first_scan,second_scan,common_cell_count,rms_mm
scan-20260719-092049,scan-20260719-092119,1567,43.143087052461205
scan-20260719-092049,scan-20260719-092148,1560,17.083115083804927
scan-20260719-092119,scan-20260719-092148,1644,29.57734186175009
