attempt_id,rgb_candidates,depth_accepted,false_positive_rejected,auto_nx,auto_ny,auto_score,auto_world_x,auto_world_y,auto_world_z,depth_verdict,depth_delta_m,manual_world_x,manual_world_y,manual_world_z,delta_m,outcome
EB7C1AC3,128,Y,123,0.125523,0.167598,1.000000,-0.629974,-0.982408,-7.024107,accepted,0.014160,-0.166237,-0.953749,-6.196971,0.948697,shadow_far_from_manual
