reference_method,path_mode,drift_corrected,hole_distance_m,ball_x,ball_y,ball_z,ball_tracking_ok,hole_x,hole_y,hole_z,hole_tracking_ok,camera_start_y,camera_return_y,drift_m
ar_raycast,oneWay,N,5.664381,0.049371,-1.191876,-0.536696,Y,-0.166237,-0.953749,-6.196971,Y,-0.005686,-0.005686,0.000000
