reference_method,path_mode,drift_corrected,hole_distance_m,ball_x,ball_y,ball_z,ball_tracking_ok,hole_x,hole_y,hole_z,hole_tracking_ok,camera_start_y,camera_return_y,drift_m
ar_raycast,oneWay,N,1.690342,0.004413,-0.989272,-0.064532,Y,-0.214607,-0.973654,-1.740624,Y,0.011879,0.011879,0.000000
