first_scan,second_scan,common_cell_count,rms_mm
scan-20260719-092421,scan-20260719-092446,1522,14.085578042188555
scan-20260719-092421,scan-20260719-092514,1509,14.070946234855704
scan-20260719-092446,scan-20260719-092514,1607,11.29848651302236
