reference_method,path_mode,drift_corrected,hole_distance_m,ball_x,ball_y,ball_z,ball_tracking_ok,hole_x,hole_y,hole_z,hole_tracking_ok,camera_start_y,camera_return_y,drift_m
ar_raycast,oneWay,N,3.921704,-0.000383,-1.114621,-0.402580,Y,0.104838,-0.976706,-4.322872,Y,-0.001668,-0.001668,0.000000
