grid_x,grid_y,local_x_m,local_y_m,dh_dx,dh_dy
0,0,-0.8500000000000001,-0.4,0.0013932046284081956,0.0036982097754245657
1,0,-0.8,-0.4,0.0036993914044769483,0.0030111576842650756
2,0,-0.7500000000000001,-0.4,0.01233500835250867,0.0011223597717013867
3,0,-0.7000000000000001,-0.4,0.030617443702043445,-0.003432184244824832
4,0,-0.6500000000000001,-0.4,0.05653168610943782,-0.011680991268363528
5,0,-0.6000000000000001,-0.4,0.07714833543170152,-0.021338713148331134
6,0,-0.55,-0.4,0.0757601093350968,-0.02628623267497021
7,0,-0.5,-0.4,0.04603158647132122,-0.021693774593092296
8,0,-0.45000000000000007,-0.4,-0.0038429875541701186,-0.008655342387118292
9,0,-0.4000000000000001,-0.4,-0.0569968658157749,0.007729301546783862
10,0,-0.3500000000000001,-0.4,-0.09372819783332154,0.021783197452125425
11,0,-0.30000000000000004,-0.4,-0.1011551359713092,0.028809714404960385
12,0,-0.25,-0.4,-0.08421762021203594,0.02784909758310583
13,0,-0.20000000000000007,-0.4,-0.06060097139776843,0.022782185628631435
14,0,-0.15000000000000002,-0.4,-0.04423092571291365,0.018245762556570178
15,0,-0.10000000000000009,-0.4,-0.0416886906060876,0.015996347319029436
16,0,-0.050000000000000044,-0.4,-0.05995628214582216,0.01545078553576662
17,0,0.0,-0.4,-0.10177333594527993,0.014185527292407407
18,0,0.04999999999999993,-0.4,-0.15022414760353264,0.007778162664331401
19,0,0.09999999999999998,-0.4,-0.17466189277533295,-0.006243527270133331
20,0,0.1499999999999999,-0.4,-0.16266856234788185,-0.02377366508512946
21,0,0.19999999999999996,-0.4,-0.1323858742958195,-0.036798747290971434
22,0,0.25,-0.4,-0.10514967468268077,-0.03983601510942236
23,0,0.30000000000000004,-0.4,-0.08301557361355516,-0.033173028069724
24,0,0.3500000000000001,-0.4,-0.059790708844378315,-0.022029960070641952
25,0,0.3999999999999999,-0.4,-0.03672128699382937,-0.01231761111558427
26,0,0.44999999999999996,-0.4,-0.01947737449025433,-0.00661930895792695
27,0,0.5,-0.4,-0.009840549648953978,-0.004174126287082025
28,0,0.55,-0.4,-0.005424903758740607,-0.0032254023378408547
29,0,0.6000000000000001,-0.4,-0.004089118040633277,-0.0026748888858096898
0,1,-0.8500000000000001,-0.35000000000000003,0.0007061525372487054,0.005444830686349711
1,1,-0.8,-0.35000000000000003,0.0024114664026153587,0.004780574050109454
2,1,-0.7500000000000001,-0.35000000000000003,0.009113337387963716,0.002896136841963326
3,1,-0.7000000000000001,-0.35000000000000003,0.024215768182010988,-0.0017188913757637536
4,1,-0.6500000000000001,-0.35000000000000003,0.047578421657684666,-0.010216079487396224
5,1,-0.6000000000000001,-0.35000000000000003,0.06984571472839818,-0.0205482943900559
6,1,-0.55,-0.35000000000000003,0.07558257861271622,-0.02668011971862838
7,1,-0.5,-0.35000000000000003,0.05484703161524718,-0.023270781281300446
8,1,-0.45000000000000007,-0.35000000000000003,0.01086855051576796,-0.010590559847960535
9,1,-0.4000000000000001,-0.35000000000000003,-0.04177759589615304,0.00657880683998191
10,1,-0.3500000000000001,-0.35000000000000003,-0.08318799140423327,0.02228133062698978
11,1,-0.30000000000000004,-0.35000000000000003,-0.098122185905819,0.03138209233578659
12,1,-0.25,-0.35000000000000003,-0.08723138460020041,0.03235097695147182
13,1,-0.20000000000000007,-0.35000000000000003,-0.06540263891103626,0.028476193091816482
14,1,-0.15000000000000002,-0.35000000000000003,-0.04762384486771465,0.024245169523697818
15,1,-0.10000000000000009,-0.35000000000000003,-0.043086179116489376,0.021672282131857123
16,1,-0.050000000000000044,-0.35000000000000003,-0.060861692159133174,0.020390831251400066
17,1,0.0,-0.35000000000000003,-0.10560964738099754,0.018083260675852975
18,1,0.04999999999999993,-0.35000000000000003,-0.160438674884803,0.01035102701210544
19,1,0.09999999999999998,-0.35000000000000003,-0.19043780665006338,-0.005434950901974656
20,1,0.1499999999999999,-0.35000000000000003,-0.1779461723583009,-0.02509084771011416
21,1,0.19999999999999996,-0.35000000000000003,-0.14041704930796595,-0.039724698769315614
22,1,0.25,-0.35000000000000003,-0.10333681507205705,-0.04293658374330045
23,1,0.30000000000000004,-0.35000000000000003,-0.07411254609416495,-0.03532567522364527
24,1,0.3500000000000001,-0.35000000000000003,-0.04936300036730845,-0.023193435198781698
25,1,0.3999999999999999,-0.35000000000000003,-0.02901596143747187,-0.0129828548423494
26,1,0.44999999999999996,-0.35000000000000003,-0.015405632076003206,-0.007065977711029348
27,1,0.5,-0.35000000000000003,-0.00814359633891093,-0.004332791492968058
28,1,0.55,-0.35000000000000003,-0.004675285058104439,-0.0029459153534183713
29,1,0.6000000000000001,-0.35000000000000003,-0.0035386045886021122,-0.001931891339392866
0,2,-0.8500000000000001,-0.30000000000000004,6.469135592768183e-05,0.009555260368651064
1,2,-0.8,-0.30000000000000004,0.0011506975600905633,0.00912183809500422
2,2,-0.7500000000000001,-0.30000000000000004,0.005835542926635462,0.0076807453437488515
3,2,-0.7000000000000001,-0.30000000000000004,0.017505227372683896,0.0038425430368282942
4,2,-0.6500000000000001,-0.30000000000000004,0.03770228309514567,-0.0037127444582940594
5,2,-0.6000000000000001,-0.30000000000000004,0.06068429520046936,-0.013873463727042123
6,2,-0.55,-0.30000000000000004,0.07303762244385226,-0.02182642664188883
7,2,-0.5,-0.30000000000000004,0.062121146341989064,-0.02204653739499407
8,2,-0.45000000000000007,-0.30000000000000004,0.026006600567112237,-0.012786296460637336
9,2,-0.4000000000000001,-0.30000000000000004,-0.024124975340824584,0.0031753920745192232
10,2,-0.3500000000000001,-0.30000000000000004,-0.06892491233751685,0.020531257498885847
11,2,-0.30000000000000004,-0.30000000000000004,-0.09108548964682717,0.03360914078344379
12,2,-0.25,-0.30000000000000004,-0.08712351945600605,0.03930831367123688
