scan_id,path_mode,surface_source,drift_mm,empty_cell_ratio,limited_tracking_ratio,detrend_noise_sigma15_mm,pairwise_rms_mean_mm,pairwise_rms_count
scan-20260719-144720,roundTrip,unknown,-1.4806874096393585,0.34932473291675065,0.0,7.040275375435684,,0
scan-20260719-145159,roundTrip,unknown,-15.940671786665916,0.23902439024390243,0.0,6.068707341211647,29.524784499475018,1
scan-20260719-145304,roundTrip,unknown,127.40027904510498,0.2676950998185118,0.0,19.769774882976257,80.363305681606,1
scan-20260719-150707,roundTrip,unknown,40.18152202479541,0.25901875901875904,0.0,2.8411322008944824,71.12033646961733,1
scan-20260719-151131,roundTrip,unknown,76.29310060292482,0.23306451612903226,0.0,3.103213701440214,95.13939263553338,1
