first_scan,second_scan,common_cell_count,rms_mm
scan-20260719-081908,scan-20260719-081935,1368,19.373732648981342
scan-20260719-081908,scan-20260719-082001,1285,26.297368411301584
scan-20260719-081935,scan-20260719-082001,1272,15.373715478946904
